title,link,location,date,company,description
Data Scientist,https://www.indeed.com/viewjob?jk=eca66b47dfd6ef1d,"San Diego, CA",22 days ago,Experian,"About us, but we’ll be brief
We are thrilled to share that FORTUNE has named Experian one of the 100 Best Companies to Work For. In addition, for the last five years we’ve been name in the top 100 “World’s Most Innovative Companies” by Forbes Magazine.

Experian DataLabs is a R&D unit at Experian formed with the desire to work in collaboration with Experian’s business units to enhance relationships with clients and acquire strategic datasets. Experian® is a global leader in providing information, analytical tools and marketing services to organizations and consumers to help manage the risk and reward of commercial and financial decisions. Using our comprehensive understanding of individuals, markets and economies, we help organizations find, develop and manage customer relationships to make their businesses more profitable.

What you’ll be doing
You will be part of Experian North America R&D DataLabs concentrating on research and development of novel analytical solutions, new product prototyping, as well as new data asset evaluation and acquisition. This position requires extensive background and knowledge in deep learning and machine learning. The key job functions include:
Develop complex machine learning-based analytical solutions extracting insights from large amount of structured and unstructured data from diverse data sources
Identify/develop appropriate machine learning/deep learning/natural language understanding/natural language processing techniques to uncover the value of the data
Designing data structure and data storage schemes for efficient data manipulation and information retrieval
Developing tools for data processing and information retrieval
Analyzing, processing, evaluating and documenting large data sets
Applying, developing and inventing algorithms to solve challenging business problems
Validating score performance and conducting ROI and benefit analysis
Documenting and presenting model process and model performance

What your background looks like
Advanced degree in Machine Learning, Data Science, AI, Computer Science, Computer Engineering, Electrical Engineering, Physics, Statistics, Applied Math or other quantitative fields
0-6 years of working experience in data science, and/or predictive modeling
Demonstrated ability to lead and execute projects from start to finish
Ability to independently support existing products
Proven track record in modifying and applying advanced algorithms to address practical problems
Experience in deep learning (CNN, RNN, LSTM, attention models, etc.), machine learning (SVM, GLM, boosting, random forest, etc.), graph models, and/or, reinforcement learning.
Experience with generative modeling techniques such as GAN
Experience with open source tools for deep learning and machine learning technology such as pytorch, Keras, tensorflow, scikit-learn, pandas, etc.
Proven ability to work independently on development of complex models with extremely large and complex data structures
Proficient in more than one of Python, R, Java, C++, or C
Experience in large data analysis using Spark (pySpark preferred)
Robust knowledge and experience with statistical methods

Plusses:
Experience with Natural Language Processing, Natural Language Understanding, and the relevant open-source tools
Experience in developing, modifying and experimenting advanced language models
Experience in developing/applying/evaluating conversational AI technology
Extensive knowledge of SQL
Experience with Hadoop and NoSQL related technologies such as Map Reduce, Hive, HBase, mongoDB, Cassandra, etc.
Experience with online, mobile marketing analytics
Experience with GPU programming
Solid knowledge of Bayesian statistical inference and related machine learning methods.
Experience with Agile methods for software development

EOE including Disability/Veteran"
"Associates - Risk Modeling - Data Scientist - Wilmington, DE...
new",https://www.indeed.com/viewjob?jk=9ee56ebcfabb1e95,"Wilmington, DE",1 day ago,"JPMorgan Chase Bank, N.A.","The Line and Pricing Modeling team within Card Risk Modeling group is responsible for developing and implementing best in class predictive models in various function areas to manage Chase credit card portfolios. Working for the largest credit card issuing bank in the US, you will develop and implement various account level predictive mathematical models to estimate risk and profitability of the card portfolio and leverage these models to recommend optimal action strategies in credit card price and line management areas.
Line management and Pricing are important areas in card portfolio management in which existing strategies can be optimally enhanced with appropriate machine learning algorithms that effectively utilize rich data assets, big data platform and best in class analytical capabilities.
In this role, you will be the modeling expert for identifying and leveraging suitable machine learning algorithms for developing models and strategies. Your work includes a balance of feature engineering, feature selection, and developing and training machine learning algorithms using cutting edge technology to extract predictive models/patterns from account level and/or transaction level data gathered from millions of accounts. You will also compare the new approach with the traditional statistical approach and provide modeling and strategic recommendation that can be implemented and will enhance portfolio profitability with appropriate control in risk.
Required
Master's degree in Computer Science, Mathematics, Statistics, Operational Research, Physics, and other related quantitative fields. Ph.D. strongly preferred.
Expert in generalized linear models, unsupervised and supervised machine learning algorithms.
Experienced in developing models for commercial purposes using some (at least 3) of the following machine learning algorithms like XGBoost, Random Forrest, KNN, CNN, RNN, SVM, Reinforcement Learning, etc.
Demonstrated proficiency in some of the open source programming languages for large scale data analysis such as Python / Scala / Java
Experienced with traditional database / system language (e.g. SAS, SQL, etc.) to collaborate with other data analysts / systems.
Strong written and oral communication skills to clearly present analytical findings and influence across all levels of the organization
A strong interest in how models work, the reasons why particular models work or not work on particular problems, and the practical aspects of how new models are designed

Preferred

Experience with model design in a big data environment making use of distributed/parallel processing via Hadoop, particularly Spark and Hive. Experience designing models on GPU-accelerated hardware
Academic papers published in the area of machine learning in the top machine learning journals
Chase is a leading financial services firm, helping nearly half of America's households and small businesses achieve their financial goals through a broad range of financial products. Our mission is to create engaged, lifelong relationships and put our customers at the heart of everything we do. We also help small businesses, nonprofits and cities grow, delivering solutions to solve all their financial needs.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
Equal Opportunity Employer/Disability/Veterans"
"Data Annotation Supervisor
new",https://www.indeed.com/viewjob?jk=0b0ea32707fce264,"San Mateo, CA",1 day ago,Tesla,"The Autopilot Data Annotation team is responsible for annotating images, videos and other camera data. Accurate data is the foundation for training our neural networks, and serves as the ground truth for Autopilot’s artificial intelligence. The team works cohesively with engineering teams to launch customer-facing releases: Navigate on Autopilot; Smart Summon; Traffic Light and Stop Sign Control. Accurate data annotation is critical to Tesla achieving full self-driving.
The Data Annotation Supervisor will lead a team that labels 3D and image data for neural network training. A successful candidate will have high attention to detail, an appreciation for data integrity, and the people management and leadership skills to drive efficiency for large teams of annotators.
Responsibilities
Own the data annotation pipeline, ensuring quality of data annotation for the entire team.
Implement and improve quality assurance processes for increasingly complex data labeling, driving the optimization of annotation processes.
Load balance team members across multiple projects of competing priority.
Ensure teams follow the correct technical procedures and guidelines .
Manage the team through development, pilot and implementation stages, and review processes.
Provide technical training, career growth, and mentorship. Ensure the team works as a cohesive unit.
Work directly with engineers and Autopilot leadership. Own annotation policies that require an understanding of both technical and operational constraints.
Build metrics that identify key performers, enabling better ownership and career trajectory for top annotators.
Requirements
Experience managing and motivating large teams that perform manual operations
Commitment to data accuracy and throughput
Strong problem solving skills, with an aptitude for quickly learning systems
Proven track record executing and meeting sensitive deadlines
Experience managing multiple competing projects with limited resources
Understand when to delegate and allocate responsibilities to manage projects end-to-end
Desire to automate out inefficiencies when applicable
Ability to match project tasks with opportunities for employee development
Strong communication and presentation skills - can explain complicated topics and ideas in a clear and concise manner
Proficiency in standard workflow software (JIRA, Excel, etc.)"
"DDM ? Data Scientist
new",https://www.indeed.com/viewjob?jk=c28b148dcbfbc74c,"New York, NY",6 days ago,Biz2Credit Inc,"About US:
Biz2Credit, a financial technology company founded in 2007, that provides funding to small business and Biz2X, a rapidly growing, high-growth Series B ($52M), SaaS digital lending platform start-up disrupting a $1.4 Trillion dollar industry. Biz2X?s fully configurable SaaS platform incorporates artificial intelligence & machine learning to provide a full end-to-end solution in the SMB, Commercial, and Consumer lending space. As our partners embark on a digital transformation of their business, our solution increases operational efficiencies, enhances risk controls, and enables overall business growth.
About this role:
This is a rare opportunity to join a small but fast-growing team, where you will play a major role in shaping Biz2Credit?s future. We are looking for an exceptional candidate that is excited about the opportunity to build a next-generation financial services business. We believe that there is a tremendous opportunity to leverage cutting-edge data science to inform smarter, faster decision making.
As a Biz2Credit Data Scientist, you will shape the company?s data-centric culture, work closely with our engineering team to develop our analytics infrastructure, and collaborate closely with our Chief Data Officer on developing, validating, and automating our customer conversion and underwriting models. While a background in financial services is not required, you must be passionate about tackling complex data challenges for the benefit of small and medium businesses everywhere.
Responsibilities:
Drive the ongoing advancement and refinement of Biz2Credit?s credit decisioning & pricing model - optimizing risk and return while dramatically reducing decision cycle times.
Continuously evaluate alternative data sources and structures to document and improve the efficacy of our customer conversion models and processes.
Harness the power of Biz2Credit?s technology to proactively identify emerging risks as well as opportunities with our customers.
Play a leadership role in the design and implementation of ongoing operational and risk reporting and analytics.
Work on data projects and proposals involving Biz2Credit?s financial services partners worldwide (banks, non-banks, debt investors, equity investors and others) to analyze, classify and visualize credit-related data.

Requirements/Key Attributes:
Bachelor’s Degree in Statistics, Applied Mathematics, Engineering, Computer Science or other quantitative fields from leading university; Advanced degree preferred.
2 - 4 years’ experience performing quantitative analysis within self-directed roles.
Practical hands-on experience in the development and implementation of new predictive models and comfortable in learning new statistical tools and techniques.
Ability to visualize and communicate sophisticated data and models to all audiences.
Specific demonstrated experience, knowledge, accuracy, and speed of execution in PowerPoint, Excel, Excel VBA and R (knowledge of other programming knowledge and/or Stata is a plus) Highly motivated, versatile, capable of working independently with demonstrated initiative.
Some Benefits & Perks:
Generous medical, dental, and vision insurance
401K match, commuter benefits, and employee incentive plan
Catered lunch Friday’s and team events
In the News:
Named to Deloitte Technology Fast 500
Inc 5000 - fastest growing private companies in 2020
Crain’s New York Fast 50
Great Place to Work Certified
Biz2credit is an equal opportunity employer"
Biomedical Data Scientist,https://www.indeed.com/viewjob?jk=819d6dcf5f08116f,"Lexington, KY",12 days ago,University of Kentucky,"Required License/Registration/Certification
None

Physical Requirements
The essential job functions of this position require: communicating effectively; building positive working relationships with individuals from diverse backgrounds; abiding by University, state, and federal guidelines; maintaining confidentiality; prioritizing and managing work effectively; ensuring work is detailed, accurate, and completed in a timely manner; performing work in a sedentary position; reporting to meetings at different locations both on campus and off campus; interacting with individuals from various levels throughout the university; and working successfully with a team, as well as independently.

Shift
Monday – Friday 8:00 a.m. – 5:00 p.m. Additional hours when needed to meet department needs

Job Summary
This position will perform explanatory data analyses, generate and test working hypotheses, prepare and analyze historical data, identify patterns and correlations among various data points and discover new insights.
Work collaboratively with teams of faculty and health care providers to draw insight and intelligence from large datasets, electronic medical records and various healthcare registry datasets.
Identify and develop solutions to key strategic business problems using high-level modeling and statistical analyses techniques.
Utilize SQL to perform advanced-level data extraction, transformation and data management; fully document and manage library of source code and algorithms for future use.
Use data mining, statistics, statistical modeling and machine learning to understand relationships and patterns in data. Responsible for developing tools to enable visualization to translate analytics into information that can be used by clinical and operational leadership.

Skills / Knowledge / Abilities
Statistical programming, database management, data science, working with biomedical data

Does this position have supervisory responsibilities? Yes

Preferred Education/Experience
PhD


University Community of Inclusion
The University of Kentucky is committed to a diverse and inclusive workforce by ensuring all our students, faculty, and staff work in an environment of openness and acceptance. We strive to foster a community where people of all backgrounds, identities, and perspectives can feel secure and welcome. We also value the well-being of each of our employees and are dedicated to creating a healthy place to work, learn and live. In the interest of maintaining a safe and healthy environment for our students, employees, patients and visitors the University of Kentucky is a Tobacco & Drug Free campus.


As an Equal Opportunity Employer, we strongly encourage veterans, individuals with disabilities, women, and all minorities to consider our employment opportunities.


Any candidate offered a position may be required to pass pre-employment screenings as mandated by University of Kentucky Human Resources. These screenings may include a national background check and/or drug screen."
Data Scientist,https://www.indeed.com/viewjob?jk=e65a00995b203f6a,"Urbandale, IA",30+ days ago,John Deere,"There are over 7 billion people on this planet. And by 2050, there will be 2 billion more... many moving into urban centers at an unprecedented rate. Making sure there is enough food, fiber and infrastructure for our rapidly growing world is what we’re all about at John Deere. And it’s why we’re investing in our people and our technology like never before! Here the world’s brightest minds are tackling the world’s biggest challenges. If you believe one person can make the world a better place, we’ll put you to work. RIGHT NOW.

Primary Location: United States (US) - Iowa - Urbandale
Function: Data Science & Analytics
Title: Data Scientist - 69629

***This position is currently eligible for a telework and/or a compressed workweek arrangement. The arrangement may be delayed for training or other job acclimation purposes. This arrangement is subject to change***

As a Data Scientist at John Deere on the ISG Product Analytics team you will work to generate high-value insights on agronomic and geospatial analytics projects. The role will work with large and diverse data sets to analyze and implement solutions to a variety of questions posed by customers and the business.
Frame and model business scenarios that are impactful on critical business problems and/or decisions connected with dealers and customers
Articulate these value propositions in the form of stories from data
Execute modern machine learning methodologies (Neural Networks, Boosted Trees, Optimization) as well as have solid fundamentals (Linear and Logistic Regression models, Feature Engineering), and utilize these to frame business scenarios that impact critical business problems and/or decisions connected with dealers and customers
Implement algorithms that extract information from machine-generated data and analyze it in an efficient manner
Work closely with the Data Engineering teams to ensure data is stored efficiently and in such a way to facilitate the required analytics
Extract and organize data independently using technologies such as Spark and SQL
Proactively apply analytical techniques to prospect for business insights and find patterns in data which could be valuable for the business
Required Qualifications:
2+ years of experience using SQL and Python
In depth knowledge of current analytical methods and techniques and be able to utilize these to execute in a team environment
Preferred Qualifications:
2+ year(s) of experience applying analytical methodologies and techniques on advanced projects, being able to demonstrate the development of algorithms and predictive models to solve business issues
2+ year(s) of experience working on cross-functional/divisional project
Ability to communicate complex analytical insights in a manner which is clearly understandable by the business partners
Education:
Bachelor’s degree in relevant area of study is required, Master’s degree is strongly preferred (e.g. Mathematics, Statistics, Data Science, etc)

What You'll Get
At John Deere, you are empowered to create a career that will take you to where you want to go. Here, you'll enjoy the freedom to explore new projects, the support to think outside the box and the advanced tools and technology that foster innovation and achievement. We offer comprehensive relocation and reward packages to help you get started on your new career path. Click here to find out more about our Total Rewards Package.

The information contained herein is not intended to be an exhaustive list of all responsibilities and qualifications required of individuals performing the job. The qualifications detailed in this job description are not considered the minimum requirements necessary to perform the job, but rather as guidelines.

John Deere is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, religion, color, national origin, sex, age, sexual orientation, gender identity or expression, status as a protected veteran, or status as a qualified individual with disability."
Data Scientist,https://www.indeed.com/viewjob?jk=ea440caf532015af,"Denver, CO",14 days ago,AirDNA,"\About AirDNA

AirDNA is a technology startup revolutionizing the vacation rental industry. AirDNA has established itself as the the leading provider of data and analytics for the $140 billion dollar industry. Our customer roster includes a who’s who of investment banks, hotels, hedge funds, real estate investors, and vacation rental pros. We are bootstrapped, profitable, and looking to take the world by storm in 2021.

The Role

In the past three years we have assembled 15TB of geospatial, descriptive, and time-series data on the short term rental market. Using this data, you will build models and predictive analytics that help our customers better understand and thrive in the short-term rental industry. You will be the point person for all new data innovations that empower entrepreneurs worldwide. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.
Here’s what you’ll get to do:
Improve existing models for determining the revenue generated by over 7 million vacation rentals each day,
Build out a best-in-class rate recommendation engine for optimizing vacation rental pricing worldwide,
Expand upon our home valuation models that determine how much any home in the world would earn as a short-term rental property,
Matching properties across multiple data sources to develop a single, holistic view of the entire industry,
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Here’s what you’ll need to be successful:
3+ years in data science with experience implementing predictive models at scale & in production environments
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Gradient Boosted Decisions Trees, Ensembling, Neural Networks, clustering techniques, etc.
Experience with common data science toolkits, such as Python NumPy, SciPy, Scikit-learn, TensorFlow, Spark ML, etc.
Experience in modern software development practices (Git, CI/CD and cloud deployment).
Experience with relational (PostgreSQL, Snowflake) and NoSQL (ElasticSearch, MongoDB) technologies
Proficiency in using query languages like SQL.
Good applied statistics skills, such as hypothesis testing, distributions, bias/variance trade-offs, statistical testing, regression, as well as linear algebra e.g. PCA
Experience training/tuning machine learning models to be used in production environments for real-time processing
BS/MS in Math, Statistics, Economics, or related fields, or equivalent experience
Bonus points for experience in the hospitality, real estate or vacation rental industry
Job Perks
Competitive cash compensation and benefits, the salary range for this position is $100,000 – $125,000
Meaningful equity upside—we are a small team with no outside investors and want every hire to share in our long term financial success
RTD EcoPass
We have a great LoDo office space, a short walk from the Union Station light-rail stop; enjoy coffee, tea, beer, snacks, bike parking and great food and drink nearby
The AirDNA Team

We’re a tight-knit group who care about empowering the next generation of shared economy entrepreneurs. We like to work hard. We believe in work/life balance because we make work a fun environment you’ll want to be a part of. We all wear multiple hats and are working on at least 5 projects at a time. Life is never boring here. We’re risk takers. We care about each other and lend helping hands all day, every day.

To apply:

At AirDNA, we believe that a diverse team is a key part of building a great company. If you want to work with us, we want to hear from you. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status."
Data Scientist,https://www.indeed.com/viewjob?jk=58f777d272c886a0,"Long Island City, NY",30+ days ago,Altice,"Altice USA is a cutting-edge communications, media, and tech company. We connect people to what matters most to them; texting with friends, advertising that resonates, or binge watching their favorite show. Our differentiated approach centers around technologies that push the envelope and deliver the ultimate customer experience. We're building a workforce that attracts and retains the best talent, not only to meet the needs of our customers, but that also reflects the diverse communities we serve. We're not the only ones who have seen it; we've recently been recognized by Forbes as one of America's Best Employers as well as by the Human Rights Campaign, DiversityInc Magazine, and Cablefax for our diversity & inclusion program.
Responsibilities
Join Altice USA's Data Science team to deliver AI as a service across various teams involving marketing science, survey statistics, and advanced geospatial, content, network and customer relationship analytics. A successful candidate is curious, a self-learner, and can clearly communicate sophisticated concepts and results.
To develop AI solutions you will work hands-on to: prepare big data, select appropriate statistical and machine learning techniques, build & validate models, evaluate models in light of objectives, deploy completed models, and maintain models by identifying model drift and retraining models. You will partner with other data scientists, data engineers, and application developers on the Data Science team.
Qualifications
Qualifications:
Bachelor's degree with 2+ years of work experience or recent master's degree graduate in a Data Science related field.
Experience in statistical and machine learning predictive modeling, including comprehension of theory, modeling/identification strategies, and limitations and pitfalls.
Experience in unsupervised learning, experiments, and optimization.
Ability to apply probability, algebra, Bayesian inference, frequentist statistics, machine learning, reinforcement learning, and optimization techniques to solve business objectives.
Demonstrates basic computational skills and level of experience using statistical programming languages R or Python.
Entry-level proficiency in SQL and Python coding to wrangle and explore big data.
Strong ability to conduct literature reviews.
Experience with cloud computing platforms, such as Google Compute Engine or EC2 is a plus.
Experience with big data platforms, such as Big Query, Hadoop or AWS is a plus.
Altice USA is an Equal Opportunity Employer committed to recruiting, hiring and promoting qualified people of all backgrounds regardless of gender, race, color, creed, national origin, religion, age, marital status, pregnancy, physical or mental disability, sexual orientation, gender identity, military or veteran status, or any other basis protected by federal, state, or local law.
Altice USA, Inc. collects personal information about its applicants for employment that may include personal identifiers, professional or employment related information, photos, education information and/or protected classifications under federal and state law. This information is collected for employment purposes, including identification, work authorization, FCRA-compliant background screening, human resource administration and compliance with federal, state and local law."
"Statistical Data Analyst
new",https://www.indeed.com/viewjob?jk=024dc9d809a635a1,"Boston, MA",Today,Massachusetts General Hospital(MGH),"Statistical Data Analyst
 - (3149866)

GENERAL SUMMARY/ OVERVIEW STATEMENT: Summarize the nature and level of work performed.

The Massachusetts General Hospital (MGH) Corrigan Minehan Heart Center and Cardiovascular Research Center is seeking a highly motivated junior to mid-level Statistical Data Analyst to work on multiple clinical and translational research projects focused on cardiovascular disease.
This Statistical Data Analyst position works with Principal Investigators in the Division of Cardiology at MGH and is a member of a collaborative multidisciplinary team of clinicians, scientists, and trainees. Under the supervision of a PI, the selected candidate will lead data analyses for projects related to heart disease and is expected to leverage conventional and advanced data science/machine learning approaches in the analysis of high-dimensional clinical datasets. Additional responsibilities include developing research protocols, compiling data, managing databases, performing quality assurance, validating programming, and generating outputs and visuals that summarize study results.
The selected candidate will also contribute to the preparation of manuscripts, conference abstracts, and other publications, as well as assist in coordinating collaborative research activities with internal and external investigators. Strong communication skills and the ability to convey statistical concepts in simpler and relatable terms is highly desired.

PRINCIPAL DUTIES AND RESPONSIBILITIES: Indicate key areas of responsibility, major job duties, special projects and key objectives for this position. These items should be evaluated throughout the year and included in the written annual evaluation.

The Statistical Data Analyst has the following duties and responsibilities:
Lead the efficient synthesis and analysis of clinical data for all assigned projects related to cardiovascular disease.
Participate in study design meetings with internal and external investigators, providing guidance on sample size requirements, approaches to measurement, and clinical endpoints.
Assist with preparation of IRB submissions and renewals.
Assist investigators in the development and implementation of statistical analysis plans, ensuring analytical activities are within scope, timeline, and reach the overall aims of each project.
Participate in the preparation and presentation of study results in manuscripts, conference abstracts, or other publication mediums.
Coordinate and participate in collaborations with investigators within other Harvard departments and at other institutions across the U.S.
Participate in and report on assigned project status at bi-weekly team meetings.
Actively participate in continuing education and mentorship of other research team members.
Proactively conduct quality control/quality assurance of programming and statistical models, automating processes whenever possible.
Assists with other research-related tasks as needed.
SKILLS/ABILITIES/COMPETENCIES REQUIRED: Must be realistic, objective, measurable and related to essential functions of this job.
Position Requirements:
A Masters degree in statistics, biostatistics, mathematics, or a related field is required.
Proficiency in common biostatistical methods such as incidence and prevalence; survival analysis; logistic and multinomial regression; multivariable and multivariate regressions; dimension reduction and clustering; and machine learning is required.
Proficiency in oral and written English communication is required.
Experience and proficiency in one or more of the following statistical programming languages is required: Python, R, SAS, NCSS, MPlus, SPSS, and Stata.

Skills/Competencies that are highly desired:
Experience and proficiency in prioritizing tasks and requesting support (when needed) while adhering to project deadlines is highly desired.
An ability to convey complex statistical concepts to a diverse team of clinical professionals with a varying levels of expertise in statistics is highly desired.
Experience in new machine learning platforms such as Tensorflow, Keras, Pytorch is highly desired.
Experience in implementing Bayesian analysis is highly desired.
Experience in developing dashboards or interactive visuals is highly desired.

LICENSES, CERTIFICATIONS, and/or REGISTRATIONS (if applicable): Specify minimum credentials and clearly indicate if preferred or required
EDUCATION: Specify minimum education and clearly indicate if preferred or required

Minimum education required: A Masters degree in statistics, biostatistics, mathematics, or a related field is required

EXPERIENCE: Specify minimum creditable years of experience and clearly indicate if preferred or required

None; if newly graduating from graduate school, prefer course experience in advanced statistical methods and machine learning

SUPERVISORY RESPONSIBILITY (if applicable): List the number of FTEs supervised.

None.

FISCAL RESPONSIBILITY (if applicable): Indicate financial “scope” information, i.e.: size of budget, volume, revenue, etc.; Indicate total physician/non-physician FTE scope

None

WORKING CONDITIONS: Describe the conditions in which the work is performed.

Duties will be performed remotely and in an office setting.

EEO Statement

Massachusetts General Hospital is an Equal Opportunity Employer. By embracing diverse skills, perspectives and ideas, we choose to lead. Applications from protected veterans and individuals with disabilities are strongly encouraged.

Primary Location MA-Boston-MGH Main Campus
Work Locations MGH Main Campus 55 Fruit Street Boston 02114
Job Data/Analytics
Organization Massachusetts General Hospital(MGH)
Schedule Full-time
Standard Hours 40
Shift Day Job
Employee Status Regular
Recruiting Department MGH Cardiovascular Research Center
Job Posting Mar 16, 2021"
Data Scientist,https://www.indeed.com/viewjob?jk=e1f4eddce435247e,"Tysons, VA",29 days ago,Piper Companies,"Piper Companies is seeking a Data Scientist to join one of the nation’s largest credit unions, located in Tysons, VA. The Data Scientist will have the opportunity to support end-to-end development and implementation of credit policy and credit risk monitoring and analysis in Consumer Lending space.
Responsibilities for the Data Scientist include:
Drive monitoring and analyses of credit risk for both organic and acquired portfolio, prepare related management reporting package, and provide insights on root causes, emerging credit trends and implications on Allowance for Loan Losses.
Autonomous end-to-end statistical model creation, including but not limited to identifying objectives, compiling data, sampling/prepping data, feature selection, model comparison/selection, deployment, and monitoring
Perform business line program deep dive and monitoring on credit policy change to drive credit policy optimization and risk mitigation strategies, inform corporate strategic decisions, enable better member experience, and improve efficiencies.
Collaborate with modeling team to build/manage risk models using both internal and external data sources, conduct risk driver’s analysis and build and implement valuations models.
Create rich, engaging dashboards to visualize data
Qualifications for the Data Scientist include:
1+ years of statistical analysis/data science experience
Demonstrated experience with R, SQL, SAS, Tableau, Excel, PowerPoint, and other statistical analysis and visualization tools is preferred
Master’s degree in Math, Statistics, Economics, Computer Science, or other quantitative field. Equivalent combination of education and experience is considered.
Financial Services experience – specifically consumer-lending credit risk preferred
Compensation for the Data Scientist include: Salary Range: $80,000-$90,000 Comprehensive medical, vision, dental, disability, life insurance, 401k, and other voluntary benefits. Remote during COVID and 2-3 days per week on-site post COVID
Please send resumes to Richard Shaw at: rshaw@pipercompanies.com
Keywords: Data science, data scientist, data, math, economics, modeling, data models, jupyter notebooks, Periscope, remote, PTO, Holiday, flexible, SAS, R, Python, statistics, stats, PhD, masters, linear, regression, time series, logistics, cluster analysis, benefits, vacation, 401K, Data Analyst, Data Engineer, Analyst, Risk Analyst, Credit Risk, Data Management, Ad-hoc, Risk Model, Masters Degree, MS Degree, SQL, Tableau, Excel, PowerPoint, analysis, Data Mining, Consumer lending, database, audits, fraud risk, optimization, programming, NOVA, Virginia, McLean, DMV, VA"
"Data Scientist
new",https://www.indeed.com/viewjob?jk=6a7574655d5f61dd,"Long Island City, NY",5 days ago,Madewell,"DATA SCIENTIST, CUSTOMER ANALYTICS AND DATA SCIENCE
WHO WE ARE
We make timeless clothes that last a lifetime…then pair them with of-the-moment styles season after season, decade after decade. We think that distinct heritage pairs perfectly with modern design and fabric technology. We believe in feel-good color…Even if black or navy makes you feel best, we’re here for that. We’re the experts in signature categories: cashmere, coats, blazers, pants—and we also collaborate with the coolest brands out there because we know that creativity is contagious. We consider leopard a neutral, speak stripes fluently and live for a great gingham. We believe in looking like a million bucks, not spending it—which is why we go the extra mile to source the absolute best fabrics at the most accessible prices. We also know that we have a responsibility to the planet and to humanity to choose eco-friendly fabrics and to support our factory workers, without compromise. We’ve had your back for over 35 years, and we’re convinced there’s no better expert on our clothes than you, our customer.
ABOUT THE TEAM
J.Crew LLC is seeking a Data Scientist to join a growing Customer Analytics and Data Science team that is obsessed with data, customer insights and driving digital innovation. Come join our team and help us reinvent retail.
As Data Scientist you’ll report to the Head of Customer Analytics and Data Science. You will be a pioneering member of a performance-driven team. You will be the empirical, numbers-driven voice of reason that helps elevate all three brands’ customer strategies. You will be focused on building predictive data models to drive strategic business decisions and deliver insights across three unique brands (Madewell, J.Crew, and Factory). This is a high-visibility, high-impact, individual contributor role.
THINK YOU WOULD ENJOY DOING THIS?
Design and build models, ie. Clustering/Segmentation, Forecasting, Predictive CLV and Churn, Multi-Touch Attribution, Market basket, Product recommendation
Productionalize, maintain and recommend models to business stakeholders – identify opportunities to drive business with new analytic techniques or predictive models
Manipulating large datasets for analyses and/or developing automated processes for Insights democratization
YES? GREAT! NOW…
DOES THIS SOUND LIKE YOU?
2-5 years of experience with strong analytical skills
Experience with customer behavioral analytics and/or retail industry experience strongly preferred
BS in Economics, Statistics, Information Management, Computer Science, Mathematics, or similar quantitative field
Proficiency with either Python or R; Experience with Snowflake, AWS, CDPs is a plus
Proficiency with SQL and Data Visualization and Insight presentation tools (Power BI – or Tableau, Excel)
BONUS POINTS IF YOU ARE…
Objective and scientifically hypothesis-driven: obsessed with finding the right answer; lets numbers define the story rather than finding numbers to support a hypothesis
Technical and business-savvy: not only able to write code and employ data/statistical methods, but also understands the business (the why)
A forward-thinking visionary, keeping up with Data Science/Analytics trends and always on the lookout to improve on the status quo
Comfortable working in an agile environment; creative, curious, and eager to learn
Familiar with the complexities and nuances of retail databases, CDPs (Customer Data Platforms), and customer behavioral analysis preferred
Able to communicate well with Analysts and Engineers as well as Business Stakeholders
Organized and able to work on multiple projects at a time
YES AGAIN? Then you’d be a great addition to the team! Please click the apply button to submit your application.
We are committed to affirmatively providing equal opportunity to all associates and qualified applicants without regard to race, color, ancestry, national origin, religion, sex, marital status, age, sexual orientation, gender identity or expression, legally protected physical or mental disability or any other basis protected under applicable law."
